ward,type,location,year,est_cost,id,point_location,lat,long,query
43,Miscellaneous-CDOT,2213 N Clark,2011,13500,34670,2213 N Clark,41.9225795,-87.6383113,google
32,Alley Speed Hump Menu,2213 N LEAVITT ST,2017,700,26275,2213 N LEAVITT ST,41.85156183300006,-87.68071790899995,census
36,Sidewalk Menu,2213 N MOBILE AVE,2021,3973.18,42675,2213 N MOBILE AVE,41.92076938800005,-87.78291095999998,census
22,Alley Apron Menu,2213 S MILLARD AVE,2022,15564.73,17954,2213 S MILLARD AVE,41.85115134600005,-87.71619366499993,census
43,Alley Resurfacing Menu,2214 N BISSELL ST,2022,23549.59,43089,2214 N BISSELL ST,41.922504891000074,-87.65230535599994,census
22,Miscellaneous CDOT Projects,2214 S KOLIN AVE,2019,123.529411764706,41417,2214 S KOLIN AVE,41.85097060700008,-87.73231879499997,census
36,Sidewalk Menu,2215 N MOBILE AVE,2021,3973.18,42676,2215 N MOBILE AVE,41.92078303200003,-87.78291138599997,census
22,Alley Apron Menu,2215 S HAMLIN AVE,2016,13595.17,17729,2215 S HAMLIN AVE,41.92158719500003,-87.72178804199996,census
22,Alley Speed Hump Menu,2215 S HOMAN AVE,2018,700,17821,2215 S HOMAN AVE,41.8512105,-87.7098801,google
22,Viaduct Improvement Menu,2216 S CENTRAL PARK AVE,2016,9000,17768,2216 S CENTRAL PARK AVE,41.8510558,-87.7152735,google
22,Miscellaneous CDOT Projects,2216 S KOLIN AVE,2019,123.529411764706,41418,2216 S KOLIN AVE,41.8507031,-87.7326352,google
47,Sidewalk Menu,2216 W LELAND AVE,2016,2811.27,37973,2216 W LELAND AVE,41.96684705700005,-87.68457796099995,census
47,Sidewalk Menu,2216 W LELAND AVE,2016,403.5,37975,2216 W LELAND AVE,41.96684705700005,-87.68457796099995,census
22,Miscellaneous CDOT Projects,2217 S KOLIN AVE,2019,123.529411764706,41424,2217 S KOLIN AVE,41.85059394000007,-87.73229337799995,census
36,Sidewalk Menu,2218 N KILBOURN AVE,2017,22614.11,29508,2218 N KILBOURN AVE,41.92124503600007,-87.73891121499997,census
36,Sidewalk Menu,2218 N LA CROSSE AVE,2022,3027.17,29753,2218 N LA CROSSE AVE,41.921001776000026,-87.74745508799998,census
27,Sidewalk Menu,2218 W ADAMS ST,2017,8178.69,22177,2218 W ADAMS ST,41.87865596000006,-87.68225753399997,census
36,Sidewalk Menu,2219 N MOBILE AVE,2022,15306.275,42706,2219 N MOBILE AVE,41.92081032100003,-87.78291223899998,census
32,Alley Resurfacing Menu,2219 N SEELEY AVE,2021,9633.46333333333,42433,2219 N SEELEY AVE,41.92185529500006,-87.67899420699996,census
42,Miscellaneous Other,222 E MONROE DR,2015,3835,34030,222 E MONROE DR,41.8808667,-87.6215945,google
36,Sidewalk Menu,2220 N LA CROSSE AVE,2022,1015.04,29754,2220 N LA CROSSE AVE,41.92103326900008,-87.74745577499993,census
35,Street Light Upgrade,2220 N LAWNDALE AVE,2014,460,28597,2220 N LAWNDALE AVE,41.851515378000045,-87.71743512099994,census
36,Sidewalk Menu,2221 N LA CROSSE AVE,2022,3949.7,29755,2221 N LA CROSSE AVE,41.92103344700007,-87.74744104099995,census
22,Miscellaneous CDOT Projects,2221 S KOLIN AVE,2019,123.529411764706,41419,2221 S KOLIN AVE,41.85056078700006,-87.73229214999998,census
25,Sidewalk Menu,2221 W 23RD PL,2022,7831.13,20877,2221 W 23RD PL,41.84936107200008,-87.68162819999998,census
3,Concrete Alley Menu,2222 S MICHIGAN AVE,2016,285000,2751,2222 S MICHIGAN AVE,41.8521557,-87.6246124,google
36,Sidewalk Menu,2223 N LA CROSSE AVE,2022,5100.2,29756,2223 N LA CROSSE AVE,41.921064940000065,-87.74744172799996,census
22,Miscellaneous CDOT Projects,2223 S KOLIN AVE,2019,123.529411764706,41420,2223 S KOLIN AVE,41.850544210000066,-87.73229153599999,census
25,Street Bump Outs Menu,2223 S WOOD ST,2018,20228.04,20723,2223 S WOOD ST,41.851504918000046,-87.67090513799997,census
35,1 PTZ Camera - NW - 2224 N Avers,2224 N AVERS AVE,2022,24776,28925,2224 N AVERS AVE,41.9216765,-87.7232911,google
12,Street Light Upgrade,2225 S CALIFORNIA AVE,2015,400,9376,2225 S CALIFORNIA AVE,NA,NA,census
40,Sidewalk Menu,2225 W ARGYLE ST,2016,2647.66,32530,2225 W ARGYLE ST,41.97230352200006,-87.68528601999998,census
2,Miscellaneous-CDOT,2225 W Washington,2008,191,1258,2225 W Washington,41.8828949,-87.6826521,google
36,Sidewalk Menu,2226 N KEATING AVE,2021,3881.74333333333,42677,2226 N KEATING AVE,41.92115625300005,-87.74501378299999,census
25,Sidewalk Menu,2227 W 23RD PL,2021,19940.23,20824,2227 W 23RD PL,41.849358539000036,-87.68182448999994,census
36,Sidewalk Menu,2228 N LAVERGNE AVE,2022,536.31,29758,2228 N LAVERGNE AVE,41.92111889200004,-87.75114578999995,census
25,POD Camera,2228 S. Wood,2009,12000,20302,2228 S. Wood,41.8513492,-87.6711547,google
25,Sidewalk Menu,2228 W 21ST PL,2022,21133.45,20878,2228 W 21ST PL,41.85300617100006,-87.68156122399995,census
36,Miscellaneous CDOT Projects,2229 N KILBOURN AVE,2022,660,29745,2229 N KILBOURN AVE,41.92166229600008,-87.73890792699996,census
36,Sidewalk Menu,2229 N KILPATRICK AVE,2022,4311.48,29759,2229 N KILPATRICK AVE,41.92120379800008,-87.74378171099994,census
25,Street Light Upgrade,2230 S ARCHER AVE,2015,400,20642,2230 S ARCHER AVE,41.85207164600007,-87.63646087999996,census
32,Ehrler Park Improvements,2230 W CORTLAND ST,2022,150000,26493,2230 W CORTLAND ST,41.91612983700003,-87.68319117299995,census
32,Pulaski Elementary Turf Field,2230 W MCLEAN AVE,2019,175000,26372,2230 W MCLEAN AVE,41.91841546000006,-87.68353027999996,census
36,Chicago Public Schools,2231 N CENTRAL AVE,2015,8900,29443,2231 N CENTRAL AVE,41.923621823000076,-87.76596669899999,census
36,Pedestrian Refuge Island Menu,2231 N CENTRAL AVE,2021,60728.59,29698,2231 N CENTRAL AVE,41.923621823000076,-87.76596669899999,census
36,Pedestrian Refuge Island Menu,2231 N CENTRAL AVE,2022,9521.31,29746,2231 N CENTRAL AVE,41.923621823000076,-87.76596669899999,census
7,Sidewalk Menu,2232 E 96TH ST,2019,4412.67,5339,2232 E 96TH ST,41.71919304800008,-87.67737982099999,census
7,Street Light Upgrade Menu,2232 E 96TH ST,2020,500,40556,2232 E 96TH ST,41.71919304800008,-87.67737982099999,census
43,In-Road State Law Stop,2232 N CLARK ST,2015,350,34948,2232 N CLARK ST,41.92316909500005,-87.63901094099998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2016,350,35018,2232 N CLARK ST,41.92316909500005,-87.63901094099998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2017,350,35072,2232 N CLARK ST,41.92316909500005,-87.63901094099998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2018,350,35118,2232 N CLARK ST,41.92316909500005,-87.63901094099998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,2232 N CLARK ST,2018,350,35121,2232 N CLARK ST,41.92316909500005,-87.63901094099998,census
40,Curb & Gutter Menu,2232 W FARRAGUT AVE,2018,2549.1,32601,2232 W FARRAGUT AVE,41.97686626600006,-87.68518260799999,census
43,In-Road State Law Stop For Pedestrians Sign Menu,2233 N CLARK ST,2022,350,35230,2233 N CLARK ST,41.92229561100004,-87.63894424599994,census
22,Miscellaneous CDOT Projects,2233 S KOLIN AVE,2019,123.529411764706,41425,2233 S KOLIN AVE,41.85046132700006,-87.73228846699999,census
26,Ellen Mitchell Elementary Playground Improvements,2233 W OHIO ST,2019,20000,21488,2233 W OHIO ST,41.89217984000004,-87.68203658199997,census
7,Alley Apron Menu,2235 E 95TH ST,2016,17830.94,5240,2235 E 95TH ST,41.7222588,-87.5691245,google
7,Alley Apron Menu,2235 E 95TH ST,2017,10554.3,5266,2235 E 95TH ST,41.7222588,-87.5691245,google
36,Alley Resurfacing Menu,2235 N KEATINGAVE,2022,23096.295,42697,2235 N KEATINGAVE,41.9217192,-87.7447465,google
25,Sidewalk Menu,2237 W 23RD PL,2021,11538.75,20825,2237 W 23RD PL,41.849352631000045,-87.68215152599998,census
18,Pole Painting,2238 W 72 ST,2009,200,14739,2238 W 72 ST,41.762926176000065,-87.67992195399995,census
18,Street Lighting,2238 W 78 ST,2009,400,14747,2238 W 78 ST,41.75351294300003,-87.56944728199994,census
12,Diagonal Parking Menu,2238 W BROSS AVE,2021,3622.5,40892,2238 W BROSS AVE,41.83523156700005,-87.68188723599997,census
12,Diagonal Parking Menu,2238 W BROSS AVE,2022,54052.7,40906,2238 W BROSS AVE,41.83523156700005,-87.68188723599997,census
7,Sidewalk Menu,2239 E 92ND PL,2021,8845.23,5396,2239 E 92ND PL,41.7269147,-87.5690337,google
6,Sidewalk Menu,224 E 86TH ST,2021,12179.21,4720,224 E 86TH ST,41.73827892400004,-87.61837879499996,census
28,Street Light Upgrade,224 S HAMLIN BLVD,2013,400,22748,224 S HAMLIN BLVD,41.879161400000044,-87.72059395799994,census
49,Sidewalk Menu  1,224 W LUNT AVE,2019,543.13,39638,224 W LUNT AVE,42.008946,-87.682138,google
35,Alley Apron Menu,2240 N ST LOUIS AVE,2021,29712.05,28857,2240 N ST LOUIS AVE,41.9220372,-87.7136482,google
35,Sidewalk Menu,2240 N ST LOUIS AVE,2021,21601.73,42593,2240 N ST LOUIS AVE,41.9220372,-87.7136482,google
12,Sidewalk Menu,2241 S SAWYER AVE,2019,3233.42,9593,2241 S SAWYER AVE,41.850891776000026,-87.70643778899995,census
27,Street Light Upgrade,2241 W ADAMS ST,2014,500,22065,2241 W ADAMS ST,41.87863486400005,-87.68297258099994,census
49,Alley Apron Menu,2241 W HOWARD ST,2016,9860.11,39476,2241 W HOWARD ST,42.0191869,-87.6863431,google
25,Sidewalk Menu,2242 S DAMEN AVE,2018,26032.75,20721,2242 S DAMEN AVE,41.8508677,-87.6761237,google
32,Alley Apron Menu,2242 W SCHOOL ST,2019,9990.62,26364,2242 W SCHOOL ST,41.94132055400007,-87.68498158399996,census
7,Street Light Upgrade Menu,2244 E 96TH ST,2020,500,40559,2244 E 96TH ST,41.7215166,-87.5687979,google
43,Miscellaneous CDOT Projects,2244 N GENEVA TER,2018,616.190476190476,43023,2244 N GENEVA TER,41.92301103300008,-87.64382996299997,census
32,Alley Apron Menu,2244 W HOMER ST,2018,13230.21,26313,2244 W HOMER ST,41.91687964700003,-87.68366150299994,census
10,Guardrail Menu,2245 E 102 ST,2006,400,7211,2245 E 102 ST,41.70982615200006,-87.56874204399998,census
36,Sidewalk Menu,2245 N KEATING AVE,2021,3881.74333333333,42678,2245 N KEATING AVE,41.92143800900004,-87.74500523799998,census
43,Alley Apron Menu,2245 N SEMINARY AVE,2017,8224.37,35061,2245 N SEMINARY AVE,41.92250136900003,-87.65593288199995,census
22,Sidewalk Menu,2245 S KEELER AVE,2019,8900.85,17854,2245 S KEELER AVE,41.85065520300003,-87.72956035399994,census
35,Alley Apron Menu,2246 N DRAKE AVE,2021,15185.18,28858,2246 N DRAKE AVE,41.9220852,-87.7152915,google
36,Sidewalk Menu,2246 N KEATING AVE,2021,3881.74333333333,42679,2246 N KEATING AVE,41.921469115000036,-87.74502065899998,census
36,Sidewalk Menu,2247 N LONG AVE,2022,2146.42,29760,2247 N LONG AVE,NA,NA,census
25,Sidewalk Menu,2247 W CULLERTON ST,2022,13878.28,20879,2247 W CULLERTON ST,41.854833377000034,-87.68229465899998,census
36,Sidewalk Menu,2249 N PARKSIDE AVE,2022,3490.2,29761,2249 N PARKSIDE AVE,41.921226868000076,-87.76709418599995,census
43,Trebes Park - Parjana water drainage system,2250 N CLIFTON AVE,2018,14000,35101,2250 N CLIFTON AVE,41.922826145000045,-87.65716924099996,census
47,Street Light Upgrade Menu,2250 W ADDISON ST,2022,500,38310,2250 W ADDISON ST,41.9470223,-87.6854362,google
22,Miscellaneous CDOT Projects,2251 S KOLIN AVE,2019,123.529411764706,41421,2251 S KOLIN AVE,41.850307910000026,-87.73228278399995,census
22,Curb & Gutter Menu,2253 S MILLARD AVE,2022,6896.45,17966,2253 S MILLARD AVE,41.85035218300004,-87.71616905299999,census
22,Sidewalk Menu,2255 S AVERS AVE,2017,7673.37,17798,2255 S AVERS AVE,41.8499936,-87.7207265,google
22,Miscellaneous CDOT Projects,2255 S KOLIN AVE,2019,123.529411764706,41426,2255 S KOLIN AVE,41.850278985000045,-87.73228171299996,census
43,Miscellaneous Other,2256 N LINCOLN AVE,2012,6713,34775,2256 N LINCOLN AVE,41.92298546300003,-87.64532643099994,census
40,Alley Resurfacing Menu,2256 W AINSLIE ST,2018,13154.62,32593,2256 W AINSLIE ST,41.97048132500004,-87.68603797199995,census
22,Alley Resurfacing Menu,2257 S DRAKE AVE,2022,15529.735,41489,2257 S DRAKE AVE,41.849993,-87.713457,google
16,Guardrail Menu,2257 S OAKLEY AV,2005,2598,13016,2257 S OAKLEY AV,41.85057107200004,-87.68313960999996,census
43,Alley Resurfacing Menu,2258 N Fremont,2012,953,34743,2258 N Fremont,41.92325292400005,-87.65111775099996,census
36,Curb & Gutter Menu,2258 N KNOX AVE,2017,10616.98,29498,2258 N KNOX AVE,41.92168899200004,-87.74259275299994,census
36,Sidewalk Menu,2259 N KEATING AVE,2020,9583.055,42660,2259 N KEATING AVE,41.921657012000026,-87.74501005099995,census
31,Bollard Menu,2259 N KILPATRICK AV,2007,714,24959,2259 N KILPATRICK AV,41.92169199400007,-87.74379243999994,census
22,Street Speed Hump Menu,2259 S AVERS AVE,2019,1566.66666666667,41434,2259 S AVERS AVE,41.8498303,-87.7207531,google
12,Sidewalk Menu,2259 S WHIPPLE ST,2021,17228.7,9671,2259 S WHIPPLE ST,41.85055962300004,-87.70153015299996,census
9,Sidewalk Menu,226 E 89TH PL,2022,5022.75,6904,226 E 89TH PL,41.73187419800007,-87.61875229699996,census
21,Street Lighting,226 WEST 94TH ST,2008,800,16709,226 WEST 94TH ST,41.724017,-87.6301197,google
22,Street Speed Hump Menu,2260 S AVERS AVE,2019,1566.66666666667,41433,2260 S AVERS AVE,41.8498304,-87.7212984,google
22,POD Camera,2261 S. Springfield,2010,20000,17571,2261 S. Springfield,41.8498274,-87.722025,google
12,Sidewalk Menu,2262 W 37TH ST,2019,585.27,9602,2262 W 37TH ST,41.82666761000007,-87.68249458399998,census
3,Street Light Upgrade,227 E 31ST ST,2013,400,2683,227 E 31ST ST,41.83837466600005,-87.62096043899999,census
2,Street Resurfacing Menu,227 E CHESTNUT ST,2021,52357.98,40306,227 E CHESTNUT ST,41.89843346500004,-87.62081617399997,census
11,Guardrail Menu,228 W 26 ST,2007,440,8144,228 W 26 ST,41.8457233,-87.6329995,google
2,Sidewalk Menu,230 ELAKE SHORE DR,2021,10623.155,40305,230 ELAKE SHORE DR,41.9006338,-87.6211458,google
25,Sidewalk Menu,230 W CERMAK RD,2022,11124.04,20880,230 W CERMAK RD,41.8530312,-87.632994299999993,google
31,Floodlight Menu,2300 N LOCKWOOD AVE,2022,950,42358,2300 N LOCKWOOD AVE,41.922361360000025,-87.75855901799997,census
36,Sidewalk Menu,2300 N OAK PARK AVE,2022,1720.038,42709,2300 N OAK PARK AVE,41.9213407,-87.7955685,google
35,Street Speed Hump Menu,2300 N RIDGEWAY AVE,2019,2350,42583,2300 N RIDGEWAY AVE,41.9228879,-87.7208882,google
35,Street Speed Hump Menu,2300 N SPAULDING AVE,2019,2350,42581,2300 N SPAULDING AVE,41.92289676100006,-87.71042779099997,census
31,Alley Resurfacing Menu,2300 N TRIPP AVE,2022,27015.33,42355,2300 N TRIPP AVE,41.92268739700006,-87.73284086599995,census
22,Curb & Gutter Menu,2300 S KENNETH AVE,2016,26136.4,17754,2300 S KENNETH AVE,41.8501664,-87.7359676,google
25,Street Lighting,2300 S WENTWORTH AV,2009,43000,20253,2300 S WENTWORTH AV,NA,NA,census
25,POD Camera,2300 SOakley,2007,28000,41658,2300 SOakley,41.8504917,-87.6833119,google
32,Alley Resurfacing Menu,2300 W NELSON ST,2021,14557.45,42430,2300 W NELSON ST,41.936756176000074,-87.68560950999995,census
12,POD Camera,2300 Washtenaw,2008,15000,40837,2300 Washtenaw,41.9230064,-87.6955878,google
2,Miscellaneous-CDOT,2301 S Michigan,2009,42878,1487,2301 S Michigan,41.8509176,-87.6233159,google
25,POD Camera,2301 W 21ST ST,2017,27011,20685,2301 W 21ST ST,41.853645,-87.683437,google
32,Bollard Menu,2301 W LYNDALE ST,2006,3879,25713,2301 W LYNDALE ST,41.92263903800006,-87.68565347899994,census
22,Floodlight Menu,2303 S KILDARE AVE,2017,900,17793,2303 S KILDARE AVE,41.8495156,-87.7309019,google
31,Sidewalk Menu,2304 N TRIPP AVE,2016,7984.22,25493,2304 N TRIPP AVE,41.92279352300005,-87.73284436399996,census
5,Street Light Upgrade Menu,2305 E 70TH PL,2018,500,4154,2305 E 70TH PL,41.767126879000045,-87.56953894399999,census
22,Alley Resurfacing Menu (1-1),2307 S HOMAN AVE,2017,33417.95,17770,2307 S HOMAN AVE,41.8496405,-87.7098124,google
22,Street Speed Hump Menu,2307 S SPRINGFIELD AVE,2019,1566.66666666667,41435,2307 S SPRINGFIELD AVE,41.8496472,-87.721939,google
22,Alley Resurfacing Menu,2307 S TRUMBULL AVE,2016,41654.94,17750,2307 S TRUMBULL AVE,41.84941491500007,-87.71126180499994,census
22,Alley Speed Hump Menu,2307 S TRUMBULL AVE,2018,700,41398,2307 S TRUMBULL AVE,41.84941491500007,-87.71126180499994,census
36,Sidewalk Menu,2308 N NEWLAND AVE,2016,11170.93,29458,2308 N NEWLAND AVE,41.92145181800004,-87.79884594299995,census
22,Alley Apron Menu,2308 S KILDARE AVE,2022,11332.84,17955,2308 S KILDARE AVE,41.8492569,-87.7314382,google
12,Sidewalk Menu,2308 W 35TH PL,2019,5456.86,9599,2308 W 35TH PL,41.82931963900006,-87.68274291399996,census
12,Street Lighting,2308 W 48 PL,2009,500,9098,2308 W 48 PL,41.80570790200005,-87.68262969399996,census
29,Sidewalk Menu,2310 N SAYRE AVE,2016,46865.21,23472,2310 N SAYRE AVE,41.9215777,-87.8006701,google
47,Street Light Upgrade Menu,2311 W AINSLIE ST,2021,500,38236,2311 W AINSLIE ST,41.970445823000034,-87.68709116999997,census
7,Street Light Upgrade Menu,2312 E 69TH ST,2020,500,40555,2312 E 69TH ST,41.7701467,-87.5693968,google
32,Bollard Menu,2312 N HAMILTON AVE,2016,1757.99,26220,2312 N HAMILTON AVE,41.92320818400003,-87.68150282399995,census
36,Sidewalk Menu,2312 N OAK PARK AVE,2022,1720.038,42710,2312 N OAK PARK AVE,41.9216055,-87.7955714,google
12,Sidewalk Menu,2312 W 35TH PL,2016,3540.44,9407,2312 W 35TH PL,41.82931920900006,-87.68278244999999,census
12,Sidewalk Menu,2312 W 35TH PL,2017,1197.52,9446,2312 W 35TH PL,41.82931920900006,-87.68278244999999,census
32,Bollard Menu,2313 W DICKENS AVE,2017,1839.3,26277,2313 W DICKENS AVE,41.919118379000054,-87.68578813099998,census
31,Floodlight Menu,2314 N LOCKWOOD AVE,2022,950,42359,2314 N LOCKWOOD AVE,41.922529299000075,-87.75856270899999,census
25,Alley Resurfacing Menu (1-1),2314 W 23RD ST,2020,18239.795,41688,2314 W 23RD ST,NA,NA,census
47,Street Light Upgrade Menu,2314 W BERTEAU AVE,2017,500,38050,2314 W BERTEAU AVE,41.95770006300006,-87.68680272499995,census
1,Sidewalk Menu,2315 N MILWAUKEE AVE,2016,8742.5,670,2315 N MILWAUKEE AVE,41.9234438,-87.6978042,google
36,Sidewalk Menu,2316 N OAK PARKAVE,2022,1720.038,42711,2316 N OAK PARK,41.9217295,-87.7955451,google
7,Street Light Upgrade Menu,2318 E 96TH ST,2020,500,40557,2318 E 96TH ST,41.7215607,-87.5671807,google
36,Blackhawk Park,2318 N LAVERGNE AVE,2017,35000,29494,2318 N LAVERGNE AVE,41.9228718,-87.751993100000007,google
31,POD Camera,2318 N. Lavergne,2011,22500,25279,2318 N. Lavergne,41.9228718,-87.751993100000007,google
29,Street Light Upgrade Menu,2319 N NORMANDY AVE,2021,500,23699,2319 N NORMANDY AVE,41.9217695,-87.7920678,google
40,Sidewalk Menu,2319 W FOSTER AVE,2018,368.09,32608,2319 W FOSTER AVE,41.97591054600008,-87.68753819899996,census
27,Street Light Upgrade,232 S ASHLAND AVE,2015,400,22104,232 S ASHLAND AVE,41.877896,-87.6669792,google
43,Alley Apron Menu,232 W ST PAUL AVE,2019,13176.07,35146,232 W ST PAUL AVE,41.91361449900006,-87.63613626799997,census
3,Bollard Menu,232 W SWANN ST,2008,1540,2466,232 W SWANN ST,41.80987016600005,-87.63265032399994,census
32,Sidewalk Menu,2320 N ALBANY AVE,2017,73977.35,26284,2320 N ALBANY AVE,41.84952384500008,-87.70274151499996,census
35,Alley Speed Hump Menu,2320 N KEDVALE AVE,2019,700,28750,2320 N KEDVALE AVE,41.9233316,-87.7306746,google
32,Sidewalk Menu,2321 W BELMONT AVE,2019,3138.8,26383,2321 W BELMONT AVE,41.93947637200006,-87.68600478899998,census
31,Sidewalk Menu,2322 N TRIPP AVE,2017,3449.4,25546,2322 N TRIPP AVE,41.92327105700008,-87.73286228899997,census
32,Sidewalk Menu,2322 W BELMONT AVE,2019,7631.37,26386,2322 W BELMONT AVE,41.939487118000045,-87.68603133499994,census
35,Sidewalk Menu,2323 N AVERS AVE,2019,1219.08,28802,2323 N AVERS AVE,41.9234433,-87.7228029,google
36,Street Speed Hump Menu,2323 N NEWLAND AVE,2017,925,42608,2323 N NEWLAND AVE,41.92180407700005,-87.79884300999998,census
12,Sidewalk Menu,2323 W 35TH PL,2018,6843.55,9508,2323 W 35TH PL,41.82930721900004,-87.68287663599995,census
2,Street Lighting,2323 W WARREN DR,2011,350,1807,2323 W WARREN DR,41.882101387000034,-87.68464520699996,census
25,Sidewalk Menu,2324 W 24TH ST,2021,13541.62,20826,2324 W 24TH ST,NA,NA,census
7,Street Light Upgrade Menu,2326 E 96TH ST,2020,500,40558,2326 E 96TH ST,41.72134730700003,-87.56681105799998,census
47,Sidewalk Menu,2326 W SUNNYSIDE AVE,2021,24227.16,38219,2326 W SUNNYSIDE AVE,41.96316120100005,-87.68742489199997,census
36,Sidewalk Menu,2327 N MONITOR AVE,2020,510.03,29660,2327 N MONITOR AVE,41.92248095700006,-87.77201045299995,census
22,Alley Speed Hump Menu,2329 S TRUMBULL AVE,2018,700,41399,2329 S TRUMBULL AVE,41.84911356900005,-87.71125503299999,census
25,High Definition Camera,2331 S HOYNE AVE,2014,22500,20609,2331 S HOYNE AVE,41.8494351,-87.6779802,google
1,POD Camera,2331 W Potomac,2007,20000,40227,2331 W Potomac,41.9048509,-87.6858602,google
25,Sidewalk Menu,2332 S CANAL ST,2021,9227.6,20827,2332 S CANAL ST,41.84994170900006,-87.63846486699998,census
36,Alley Speed Hump Menu,2334 N LATROBE AVE,2019,1400,42615,2334 N LATROBE AVE,41.922776869000074,-87.75733993599994,census
36,Sidewalk Menu,2334 N OAK PARK AVE,2022,1720.038,42708,2334 N OAK PARK AVE,41.9222226,-87.7955304,google
36,Alley Speed Hump Menu,2335 N LATROBE AVE,2019,1050,42617,2335 N LATROBE AVE,41.92277717500008,-87.75732520499997,census
22,Sidewalk Menu,2335 S SPRINGFIELD AVE,2022,2252.03,17974,2335 S SPRINGFIELD AVE,41.8488462,-87.7219972,google
